Property Type,District,Mukim,Scheme Name/Area,"Month, Year of Transaction Date",Tenure,Land/Parcel Area,Unit Metrics,Main Floor Area,Unit        ,Unit Level,Transaction Price  ,Year,Square Feet,Total Floors,Floor Percentile
Condominium/Apartment,Petaling,Pekan Subang Jaya,REGINA USJ 1,Nov-21,Leasehold,116,sq.m,-,-,16,"RM530,000.00",2021,1249,30,0.53
Service Apartment,Petaling,Bandar Subang Jaya,SUBANG OLIVES RESIDENCE-SS16 S.JAYA,Nov-21,Freehold,165.45,sq.m,-,-,8,"RM720,000.00",2021,1781,17,0.47
Service Apartment,Petaling,Bandar Subang Jaya,CASA SUBANG-USJ 1,May-23,Freehold,63,sq.m,,,18,"RM360,000.00",2023,678,25,0.72
Service Apartment,Petaling,Bandar Subang Jaya,CASA SUBANG-USJ 1,May-23,Freehold,99,sq.m,-,-,14,"RM500,000.00",2023,1066,25,0.56
Service Apartment,Petaling,Bandar Subang Jaya,DAMEN USJ SERVICE APARTMENT,Nov-21,Freehold,65,sq.m,-,-,22,"RM500,000.00",2021,700,23,0.96
Service Apartment,Petaling,Bandar Subang Jaya,DAMEN USJ SERVICE APARTMENT,Nov-21,Freehold,111,sq.m,-,-,17,"RM759,000.00",2021,1195,23,0.74
Service Apartment,Petaling,Bandar Subang Jaya,IMPIAN MERIDIAN SERVICE APT-USJ 1,Nov-21,Freehold,118,sq.m,-,-,24,"RM650,000.00",2021,1270,25,0.96
Service Apartment,Petaling,Bandar Subang Jaya,KENWINGSTON - USJ 1,Nov-21,Freehold,61,sq.m,-,-,12,"RM430,000.00",2021,657,21,0.57
Service Apartment,Petaling,Bandar Subang Jaya,KENWINGSTON - USJ 1,Nov-21,Freehold,79,sq.m,-,-,10,"RM640,000.00",2021,850,21,0.48
Service Apartment,Petaling,Bandar Subang Jaya,THE MAIN PLACE RESIDENCE (NEW GATE),Nov-21,Freehold,94,sq.m,-,-,15,"RM500,000.00",2021,1012,25,0.6
Condominium/Apartment,Petaling,Pekan Penaga,USJ ONE AVENUE-USJ 1,Nov-22,Leasehold,126,sq.m,-,-,13,"RM450,000.00",2022,1356,19,0.68
Condominium/Apartment,Petaling,Pekan Penaga,USJ ONE PARK KONDO,Nov-22,Leasehold,115,sq.m,-,-,13,"RM480,000.00",2022,1238,21,0.62
Service Apartment,Petaling,Bandar Subang Jaya,THE GRAND SUBANG-SS 13 SUBANG JAYA,Nov-22,Freehold,48,sq.m,-,-,9,"RM425,000.00",2022,517,22,0.41
Service Apartment,Petaling,Bandar Subang Jaya,THE GRAND SUBANG-SS 13 SUBANG JAYA,Nov-22,Freehold,52,sq.m,-,-,11,"RM438,000.00",2022,560,22,0.5
Service Apartment,Petaling,Bandar Subang Jaya,THE GRAND SUBANG-SS 13 SUBANG JAYA,Nov-22,Freehold,52,sq.m,,,23,"RM460,000.00",2022,560,22,1.05
Service Apartment,Petaling,Bandar Subang Jaya,THE GRAND SUBANG-SS 13 SUBANG JAYA,Nov-22,Freehold,77,sq.m,-,-,9,"RM480,000.00",2022,829,22,0.41
Service Apartment,Petaling,Bandar Subang Jaya,CASA SUBANG-USJ 1,Nov-23,Freehold,99,sq.m,-,-,5,"RM550,000.00",2023,1066,25,0.2
Service Apartment,Petaling,Bandar Subang Jaya,CASA SUBANG-USJ 1,Nov-23,Freehold,99,sq.m,,,15,"RM500,000.00",2023,1066,25,0.6
Service Apartment,Petaling,Bandar Subang Jaya,CASA SUBANG-USJ 1,Oct-23,Freehold,63,sq.m,-,-,7,"RM450,000.00",2023,678,25,0.28
Service Apartment,Petaling,Bandar Subang Jaya,IMPIAN MERIDIAN SERVICE APT-USJ 1,Nov-22,Freehold,91,sq.m,-,-,9,"RM420,000.00",2022,980,25,0.36
Service Apartment,Petaling,Bandar Subang Jaya,GRAND SUBANG JAYA @ SS15,Nov-22,Freehold,52,sq.m,-,-,24,"RM533,000.00",2022,560,24,1
Service Apartment,Petaling,Bandar Subang Jaya,GRAND SUBANG JAYA @ SS15,Nov-22,Freehold,52,sq.m,,,27,"RM525,000.00",2022,560,24,1.13
Service Apartment,Petaling,Bandar Subang Jaya,GRAND SUBANG JAYA @ SS15,Nov-22,Freehold,52,sq.m,,,30,"RM560,000.00",2022,560,24,1.25
Service Apartment,Petaling,Bandar Subang Jaya,GRAND SUBANG JAYA @ SS15,Nov-22,Freehold,52,sq.m,,,,"RM570,000.00",2022,560,24,0
Condominium/Apartment,Petaling,Bandar Subang Jaya,PANGSAPURI LAFITE-SS17 SUBANG JAYA,Nov-23,Freehold,87,sq.m,-,-,1,"RM455,000.00",2023,936,4,0.25
Condominium/Apartment,Petaling,Pekan Penaga,USJ ONE AVENUE-USJ 1,Nov-23,Leasehold,126,sq.m,-,-,17,"RM450,000.00",2023,1356,19,0.89
Condominium/Apartment,Petaling,Pekan Penaga,USJ ONE AVENUE-USJ 1,Nov-23,Leasehold,168,sq.m,-,-,12,"RM680,000.00",2023,1808,19,0.63
Condominium/Apartment,Petaling,Pekan Subang Jaya,REGINA USJ 1,Nov-23,Leasehold,115.94,sq.m,-,-,5,"RM490,000.00",2023,1248,30,0.17
Condominium/Apartment,Petaling,Pekan Subang Jaya,REGINA USJ 1,Nov-23,Leasehold,115.94,sq.m,,,20,"RM550,000.00",2023,1248,30,0.67
Condominium/Apartment,Petaling,Pekan Subang Jaya,REGINA USJ 1,Nov-23,Leasehold,124.95,sq.m,-,-,7,"RM625,000.00",2023,1345,30,0.23
Service Apartment,Petaling,Bandar Subang Jaya,CASA SUBANG-USJ 1,Oct-23,Freehold,99,sq.m,-,-,3,"RM415,000.00",2023,1066,25,0.12
Service Apartment,Petaling,Bandar Subang Jaya,CASA SUBANG-USJ 1,Oct-23,Freehold,99,sq.m,,,8,"RM510,000.00",2023,1066,25,0.32
Service Apartment,Petaling,Bandar Subang Jaya,KENWINGSTON - USJ 1,Nov-23,Freehold,61,sq.m,-,-,24,"RM518,000.00",2023,657,21,1.14
Service Apartment,Petaling,Bandar Subang Jaya,GRAND SUBANG JAYA @ SS15,Nov-23,Freehold,52,sq.m,-,-,11,"RM570,000.00",2023,560,24,0.46
Service Apartment,Petaling,Bandar Subang Jaya,GRAND SUBANG JAYA @ SS15,Nov-23,Freehold,52,sq.m,,,17,"RM575,000.00",2023,560,24,0.71
Condominium/Apartment,Petaling,Pekan Subang Jaya,REGINA USJ 1,Oct-21,Leasehold,116,sq.m,-,-,12,"RM485,000.00",2021,1249,30,0.4
Service Apartment,Petaling,Bandar Subang Jaya,"SAUJANA RESIDENCY - SS 16, SUBANG JAYA",Oct-21,Freehold,162.2,sq.m,-,-,5,"RM1,020,000.00",2021,1746,19,0.26
Service Apartment,Petaling,Bandar Subang Jaya,"SAUJANA RESIDENCY - SS 16, SUBANG JAYA",Oct-21,Freehold,180.5,sq.m,-,-,17,"RM1,250,000.00",2021,1943,19,0.89
Service Apartment,Petaling,Bandar Subang Jaya,THE GRAND SUBANG-SS 13 SUBANG JAYA,Oct-21,Freehold,52,sq.m,-,-,19,"RM440,000.00",2021,560,22,0.86
Service Apartment,Petaling,Bandar Subang Jaya,CASA SUBANG-USJ 1,Oct-23,Freehold,99,sq.m,,,10,"RM510,000.00",2023,1066,25,0.4
Service Apartment,Petaling,Bandar Subang Jaya,CASA SUBANG-USJ 1,Oct-23,Freehold,99,sq.m,,,16,"RM550,000.00",2023,1066,25,0.64
Service Apartment,Petaling,Bandar Subang Jaya,THE MAIN PLACE RESIDENCE (NEW GATE),Oct-21,Freehold,85,sq.m,-,-,11,"RM478,000.00",2021,915,25,0.44
Condominium/Apartment,Petaling,Pekan Penaga,USJ ONE AVENUE-USJ 1,Oct-22,Leasehold,125,sq.m,-,-,7,"RM490,000.00",2022,1345,19,0.37
Condominium/Apartment,Petaling,Pekan Penaga,USJ ONE AVENUE-USJ 1,Oct-22,Leasehold,168,sq.m,-,-,9,"RM620,000.00",2022,1808,19,0.47
Condominium/Apartment,Petaling,Pekan Subang Jaya,REGINA USJ 1,Oct-22,Leasehold,115.94,sq.m,-,-,7,"RM495,000.00",2022,1248,30,0.23
Service Apartment,Petaling,Bandar Subang Jaya,"SAUJANA RESIDENCY - SS 16, SUBANG JAYA",Oct-22,Freehold,162.2,sq.m,-,-,9,"RM1,350,000.00",2022,1746,19,0.47
Service Apartment,Petaling,Bandar Subang Jaya,SUBANG OLIVES RESIDENCE-SS16 S.JAYA,Oct-22,Freehold,179,sq.m,-,-,15,"RM865,000.00",2022,1927,17,0.88
Service Apartment,Petaling,Bandar Subang Jaya,THE GRAND SUBANG-SS 13 SUBANG JAYA,Oct-22,Freehold,48,sq.m,-,-,12,"RM445,000.00",2022,517,22,0.55
Service Apartment,Petaling,Bandar Subang Jaya,THE GRAND SUBANG-SS 13 SUBANG JAYA,Oct-22,Freehold,48,sq.m,,,22,"RM460,000.00",2022,517,22,1
Service Apartment,Petaling,Bandar Subang Jaya,CASA SUBANG-USJ 1,Oct-23,Freehold,113,sq.m,-,-,8,"RM520,000.00",2023,1216,25,0.32
Service Apartment,Petaling,Bandar Subang Jaya,CASA SUBANG-USJ 1,Sep-23,Freehold,99,sq.m,-,-,9,"RM500,000.00",2023,1066,25,0.36
Service Apartment,Petaling,Bandar Subang Jaya,DAMEN USJ SERVICE APARTMENT,Oct-22,Freehold,65,sq.m,-,-,20,"RM500,000.00",2022,700,23,0.87
Service Apartment,Petaling,Bandar Subang Jaya,DAMEN USJ SERVICE APARTMENT,Oct-22,Freehold,111,sq.m,-,-,10,"RM735,000.00",2022,1195,23,0.43
Service Apartment,Petaling,Bandar Subang Jaya,IMPIAN MERIDIAN SERVICE APT-USJ 1,Oct-22,Freehold,118,sq.m,-,-,19,"RM500,000.00",2022,1270,25,0.76
Service Apartment,Petaling,Bandar Subang Jaya,KENWINGSTON - USJ 1,Oct-22,Freehold,61,sq.m,-,-,24,"RM450,000.00",2022,657,21,1.14
Service Apartment,Petaling,Bandar Subang Jaya,THE MAIN PLACE RESIDENCE (NEW GATE),Oct-22,Freehold,57,sq.m,-,-,11,"RM325,000.00",2022,614,25,0.44
Service Apartment,Petaling,Bandar Subang Jaya,THE MAIN PLACE RESIDENCE (NEW GATE),Oct-22,Freehold,87,sq.m,-,-,29,"RM455,000.00",2022,936,25,1.16
Service Apartment,Petaling,Bandar Subang Jaya,YOU ONE USJ 1,Oct-22,Freehold,63,sq.m,-,-,13,"RM380,000.00",2022,678,19,0.68
Service Apartment,Petaling,Bandar Subang Jaya,GRAND SUBANG JAYA @ SS15,Oct-22,Freehold,52,sq.m,-,-,16,"RM425,000.00",2022,560,24,0.67
Service Apartment,Petaling,Bandar Subang Jaya,GRAND SUBANG JAYA @ SS15,Oct-22,Freehold,52,sq.m,,,23,"RM535,000.00",2022,560,24,0.96
Service Apartment,Petaling,Bandar Subang Jaya,GRAND SUBANG JAYA @ SS15,Oct-22,Freehold,52,sq.m,,,24,"RM533,000.00",2022,560,24,1
Condominium/Apartment,Petaling,Pekan Penaga,USJ ONE AVENUE-USJ 1,Oct-23,Leasehold,126,sq.m,-,-,17,"RM499,000.00",2023,1356,19,0.89
Condominium/Apartment,Petaling,Pekan Penaga,USJ ONE AVENUE-USJ 1,Oct-23,Leasehold,165,sq.m,-,-,1,"RM700,000.00",2023,1776,19,0.05
Condominium/Apartment,Petaling,Pekan Subang Jaya,REGINA USJ 1,Oct-23,Leasehold,137,sq.m,-,-,1,"RM690,000.00",2023,1475,30,0.03
Service Apartment,Petaling,Bandar Subang Jaya,THE GRAND SUBANG-SS 13 SUBANG JAYA,Oct-23,Freehold,48,sq.m,-,-,20,"RM455,000.00",2023,517,22,0.91
Service Apartment,Petaling,Bandar Subang Jaya,THE GRAND SUBANG-SS 13 SUBANG JAYA,Oct-23,Freehold,52,sq.m,-,-,7,"RM500,000.00",2023,560,22,0.32
Service Apartment,Petaling,Bandar Subang Jaya,CASA SUBANG-USJ 1,Apr-24,Freehold,99,sq.m,-,-,12,"RM550,000.00",2024,1066,25,0.48
Service Apartment,Petaling,Bandar Subang Jaya,CASA SUBANG-USJ 1,Feb-24,Freehold,99,sq.m,-,-,6,"RM500,000.00",2024,1066,25,0.24
Service Apartment,Petaling,Bandar Subang Jaya,CASA SUBANG-USJ 1,Feb-24,Freehold,99,sq.m,,,16,"RM550,000.00",2024,1066,25,0.64
Service Apartment,Petaling,Bandar Subang Jaya,CASA SUBANG-USJ 1,Feb-24,Freehold,99,sq.m,,,22,"RM550,000.00",2024,1066,25,0.88
Service Apartment,Petaling,Bandar Subang Jaya,CASA SUBANG-USJ 1,Jan-24,Freehold,99,sq.m,-,-,13,"RM495,000.00",2024,1066,25,0.52
Service Apartment,Petaling,Bandar Subang Jaya,CASA SUBANG-USJ 1,May-24,Freehold,99,sq.m,-,-,6,"RM550,000.00",2024,1066,25,0.24
Service Apartment,Petaling,Bandar Subang Jaya,DAMEN USJ SERVICE APARTMENT,Oct-23,Freehold,91,sq.m,-,-,19,"RM593,000.00",2023,980,23,0.83
Service Apartment,Petaling,Bandar Subang Jaya,DAMEN USJ SERVICE APARTMENT,Oct-23,Freehold,105,sq.m,-,-,22,"RM736,000.00",2023,1130,23,0.96
Service Apartment,Petaling,Bandar Subang Jaya,IMPIAN MERIDIAN SERVICE APT-USJ 1,Oct-23,Freehold,121,sq.m,-,-,12,"RM600,000.00",2023,1302,25,0.48
Service Apartment,Petaling,Bandar Subang Jaya,KENWINGSTON - USJ 1,Oct-23,Freehold,61,sq.m,-,-,24,"RM520,000.00",2023,657,21,1.14
Service Apartment,Petaling,Bandar Subang Jaya,THE MAIN PLACE RESIDENCE (NEW GATE),Oct-23,Freehold,56,sq.m,-,-,27,"RM430,000.00",2023,603,25,1.08
Service Apartment,Petaling,Bandar Subang Jaya,THE MAIN PLACE RESIDENCE (NEW GATE),Oct-23,Freehold,57,sq.m,-,-,12,"RM390,000.00",2023,614,25,0.48
Service Apartment,Petaling,Bandar Subang Jaya,YOU ONE USJ 1,Oct-23,Freehold,62,sq.m,-,-,30,"RM420,000.00",2023,667,19,1.58
Service Apartment,Petaling,Bandar Subang Jaya,GRAND SUBANG JAYA @ SS15,Oct-23,Freehold,52,sq.m,-,-,15,"RM550,000.00",2023,560,24,0.63
Condominium/Apartment,Petaling,Pekan Subang Jaya,REGINA USJ 1,Sep-21,Leasehold,116,sq.m,-,-,3A,"RM460,000.00",2021,1249,30,#VALUE!
Condominium/Apartment,Petaling,Pekan Subang Jaya,REGINA USJ 1,Sep-21,Leasehold,116,sq.m,,,9,"RM610,000.00",2021,1249,30,0.3
Service Apartment,Petaling,Bandar Subang Jaya,KENWINGSTON - USJ 1,Sep-21,Freehold,61,sq.m,-,-,25,"RM460,000.00",2021,657,21,1.19
Service Apartment,Petaling,Bandar Subang Jaya,GRAND SUBANG JAYA @ SS15,Sep-21,Freehold,40,sq.m,-,-,2,"RM120,000.00",2021,431,24,0.08
Service Apartment,Petaling,Bandar Subang Jaya,GRAND SUBANG JAYA @ SS15,Sep-21,Freehold,52,sq.m,-,-,13,"RM478,000.00",2021,560,24,0.54
Service Apartment,Petaling,Bandar Subang Jaya,GRAND SUBANG JAYA @ SS15,Sep-21,Freehold,52,sq.m,,,27,"RM522,000.00",2021,560,24,1.13
Condominium/Apartment,Petaling,Pekan Subang Jaya,INDERA SUBANG KONDOMINIUM - USJ 6,Jul-22,Freehold,165,sq.m,-,-,9,"RM780,000.00",2022,1776,17,0.53
Condominium/Apartment,Petaling,Pekan Subang Jaya,REGINA USJ 1,Sep-22,Leasehold,115.93,sq.m,-,-,7,"RM520,000.00",2022,1248,30,0.23
Condominium/Apartment,Petaling,Pekan Subang Jaya,REGINA USJ 1,Sep-22,Leasehold,115.93,sq.m,,,15,"RM500,000.00",2022,1248,30,0.5
Condominium/Apartment,Petaling,Pekan Subang Jaya,REGINA USJ 1,Sep-22,Leasehold,117,sq.m,-,-,20,"RM495,000.00",2022,1259,30,0.67
Condominium/Apartment,Petaling,Pekan Subang Jaya,REGINA USJ 1,Sep-22,Leasehold,137,sq.m,-,-,5,"RM675,000.00",2022,1475,30,0.17
Service Apartment,Petaling,Bandar Subang Jaya,CASA SUBANG-USJ 1,May-24,Freehold,99,sq.m,,,12,"RM600,000.00",2024,1066,25,0.48
Service Apartment,Petaling,Bandar Subang Jaya,DAMEN USJ SERVICE APARTMENT,Sep-22,Freehold,65,sq.m,-,-,9,"RM450,000.00",2022,700,23,0.39
Service Apartment,Petaling,Bandar Subang Jaya,DAMEN USJ SERVICE APARTMENT,Sep-22,Freehold,65,sq.m,,,20,"RM400,000.00",2022,700,23,0.87
Service Apartment,Petaling,Bandar Subang Jaya,IMPIAN MERIDIAN SERVICE APT-USJ 1,Sep-22,Freehold,90,sq.m,-,-,11,"RM490,000.00",2022,969,25,0.44
Service Apartment,Petaling,Bandar Subang Jaya,IMPIAN MERIDIAN SERVICE APT-USJ 1,Sep-22,Freehold,90,sq.m,,,14,"RM470,000.00",2022,969,25,0.56
Service Apartment,Petaling,Bandar Subang Jaya,IMPIAN MERIDIAN SERVICE APT-USJ 1,Sep-22,Freehold,91,sq.m,-,-,21,"RM560,000.00",2022,980,25,0.84
Service Apartment,Petaling,Bandar Subang Jaya,KENWINGSTON - USJ 1,Sep-22,Freehold,61,sq.m,-,-,33,"RM455,000.00",2022,657,21,1.57
Service Apartment,Petaling,Bandar Subang Jaya,THE MAIN PLACE RESIDENCE (NEW GATE),Sep-22,Freehold,57,sq.m,-,-,13,"RM350,000.00",2022,614,25,0.52
Service Apartment,Petaling,Bandar Subang Jaya,THE MAIN PLACE RESIDENCE (NEW GATE),Sep-22,Freehold,57,sq.m,,,22,"RM360,000.00",2022,614,25,0.88
Service Apartment,Petaling,Bandar Subang Jaya,THE MAIN PLACE RESIDENCE (NEW GATE),Sep-22,Freehold,78,sq.m,-,-,22,"RM500,000.00",2022,840,25,0.88
Service Apartment,Petaling,Bandar Subang Jaya,THE MAIN PLACE RESIDENCE (NEW GATE),Sep-22,Freehold,78,sq.m,,,23,"RM500,000.00",2022,840,25,0.92
Service Apartment,Petaling,Bandar Subang Jaya,YOU ONE USJ 1,Sep-22,Freehold,62,sq.m,-,-,15,"RM380,000.00",2022,667,19,0.79
Service Apartment,Petaling,Bandar Subang Jaya,THE GRAND SUBANG-SS 13 SUBANG JAYA,Sep-22,Freehold,48,sq.m,-,-,22,"RM470,000.00",2022,517,22,1
Service Apartment,Petaling,Bandar Subang Jaya,GRAND SUBANG JAYA @ SS15,Sep-22,Freehold,52,sq.m,-,-,24,"RM533,000.00",2022,560,24,1
Condominium/Apartment,Petaling,Bandar Subang Jaya,P/PURI MY PLACE - SS15 SUBANG JAYA,Sep-23,Freehold,91,sq.m,-,-,3,"RM365,000.00",2023,980,5,0.6
Condominium/Apartment,Petaling,Pekan Penaga,USJ ONE AVENUE-USJ 1,Sep-23,Leasehold,126,sq.m,-,-,13,"RM500,000.00",2023,1356,19,0.68
Condominium/Apartment,Petaling,Pekan Subang Jaya,INDERA SUBANG KONDOMINIUM - USJ 6,Dec-21,Freehold,159,sq.m,-,-,12,"RM720,000.00",2021,1711,17,0.71
Condominium/Apartment,Petaling,Pekan Subang Jaya,REGINA USJ 1,Sep-23,Leasehold,96.98,sq.m,-,-,9,"RM520,000.00",2023,1044,30,0.3
Condominium/Apartment,Petaling,Pekan Subang Jaya,REGINA USJ 1,Sep-23,Leasehold,121.97,sq.m,-,-,15,"RM606,000.00",2023,1313,30,0.5
Service Apartment,Petaling,Bandar Subang Jaya,THE GRAND SUBANG-SS 13 SUBANG JAYA,Sep-23,Freehold,48,sq.m,-,-,20,"RM455,000.00",2023,517,22,0.91
Service Apartment,Petaling,Bandar Subang Jaya,THE GRAND SUBANG-SS 13 SUBANG JAYA,Sep-23,Freehold,52,sq.m,-,-,10,"RM460,000.00",2023,560,22,0.45
Service Apartment,Petaling,Bandar Subang Jaya,THE GRAND SUBANG-SS 13 SUBANG JAYA,Sep-23,Freehold,52,sq.m,,,15,"RM460,000.00",2023,560,22,0.68
Service Apartment,Petaling,Bandar Subang Jaya,CASA SUBANG-USJ 1,May-24,Freehold,99,sq.m,,,14,"RM600,000.00",2024,1066,25,0.56
Service Apartment,Petaling,Bandar Subang Jaya,IMPIAN MERIDIAN SERVICE APT-USJ 1,Sep-23,Freehold,90,sq.m,-,-,10,"RM400,000.00",2023,969,25,0.4
Service Apartment,Petaling,Bandar Subang Jaya,KENWINGSTON - USJ 1,Sep-23,Freehold,61,sq.m,-,-,10,"RM500,000.00",2023,657,21,0.48
Service Apartment,Petaling,Bandar Subang Jaya,YOU ONE USJ 1,Sep-23,Freehold,62,sq.m,-,-,26,"RM430,000.00",2023,667,19,1.37
Service Apartment,Petaling,Bandar Subang Jaya,GRAND SUBANG JAYA @ SS15,Sep-23,Freehold,52,sq.m,-,-,12,"RM550,000.00",2023,560,24,0.5
